season,episode,character,line
1,4,Jason Mendoza,Whoa.
1,4,Jason Mendoza,There's a lot of old gum in here.
1,4,Chef Patricia,"Tahani, how are things going in the front of the house?"
1,4,Chef Patricia,"Because, to be perfectly frank, things in the kitchen are going great, okay?"
1,4,Chef Patricia,I am right on schedule.
1,4,Tahani Al-Jamil,"Chef Patricia, I have triple-checked every single detail."
1,4,Tahani Al-Jamil,Your restaurant opening is going to be the talk of the entire neighborhood.
1,4,Chef Patricia,Thank you for your thoughtfulness and hard work.
1,4,Chef Patricia,I could not have done this without you.
1,4,Michael,"Ah, hello, Tahani."
1,4,Michael,Sorry.
1,4,Michael,I should've warned you.
1,4,Michael,"Patricia is actually very happy, but she's also very intense."
1,4,Michael,It can be confusing.
1,4,Tahani Al-Jamil,"No, no, no, that's not what's bothering me."
1,4,Tahani Al-Jamil,"It's just that, well, I looked at the guest list earlier, and Jianyu isn't invited."
1,4,Michael,Right.
1,4,Michael,"Jianyu is a beautiful spirit, but he literally doesn't talk, and since this will be an evening of lively conversation, and you'll be busy working, I didn't want him to feel uncomfortable."
1,4,Tahani Al-Jamil,I totally understand.
1,4,Tahani Al-Jamil,"Well reasoned, Michael."
1,4,Tahani Al-Jamil,"As us Brits are fond of saying, ""Try your best to hide your sadness."""
1,4,Chidi Anagonye,"So, the concept of the self is a key subject for a lot of great thinkers."
1,4,Chidi Anagonye,"In the Tao Te Ching, Lao Tzu wrote, ""Knowing others is wisdom, but knowing the self is enlightenment."""
1,4,Eleanor Shellstrop,"Ah ""knowing"" yourself."
1,4,Eleanor Shellstrop,Is he talking about what I think he's talking about?
1,4,Chidi Anagonye,"No, Eleanor."
1,4,Chidi Anagonye,"Once again, none of these philosophers is ever talking about masturbation."
1,4,Chidi Anagonye,"Let's move on to this week's main event, David Hume's A Treatise of Human Nature."
1,4,Chidi Anagonye,"You read this, right?"
1,4,Eleanor Shellstrop,I did.
1,4,Eleanor Shellstrop,"Well, I tried to."
1,4,Eleanor Shellstrop,"Well, I tried to want to."
1,4,Eleanor Shellstrop,"Mm, actually, could we postpone this lesson?"
1,4,Eleanor Shellstrop,"I've befriended Jianyu from next door, and I thought I could learn from him."
1,4,Chidi Anagonye,That's a great idea.
1,4,Chidi Anagonye,"Hume's ""bundle theory"" of the self is fairly close to Buddhism."
1,4,Eleanor Shellstrop,Yeah.
1,4,Eleanor Shellstrop,No durr.
1,4,Eleanor Shellstrop,That's why I'm doing it.
1,4,Chidi Anagonye,Do you hear music?
1,4,Eleanor Shellstrop,That's not music.
1,4,Eleanor Shellstrop,That's EDM.
1,4,Eleanor Shellstrop,What are you doing?
1,4,Jason Mendoza,"Eleanor, you were right."
1,4,Jason Mendoza,No more pretending.
1,4,Jason Mendoza,It's time for me to be myself.
1,4,Jason Mendoza,"What's up, homie?"
1,4,Chidi Anagonye,Eleanor?
1,4,Chidi Anagonye,You broke Jianyu.
1,4,Eleanor Shellstrop,"Okay, did we miss anything?"
1,4,Eleanor Shellstrop,Oh!
1,4,Eleanor Shellstrop,"Take that jersey off, you goofball."
1,4,Eleanor Shellstrop,Okay.
1,4,Eleanor Shellstrop,This is not my fault.
1,4,Eleanor Shellstrop,I swear.
1,4,Chidi Anagonye,"Eleanor, one hour ago, that man was a silent Buddhist monk."
1,4,Eleanor Shellstrop,Right.
1,4,Eleanor Shellstrop,"But here's the thing, Jianyu is actually a guy who is nice."
1,4,Eleanor Shellstrop,"Hi, Tahani."
1,4,Tahani Al-Jamil,"Eleanor, Chidi, What a lovely surprise."
1,4,Tahani Al-Jamil,Don't mind me.
1,4,Tahani Al-Jamil,"I'm just dropping off my afternoon gloves, and picking up my early evening gloves."
1,4,Tahani Al-Jamil,"How are you, soul-mate?"
1,4,Jason Mendoza,I'm cool.
1,4,Tahani Al-Jamil,I'm sorry.
1,4,Tahani Al-Jamil,"Am I going mad, or did I just hear you say, ""I'm cool""?"
1,4,Eleanor Shellstrop,Mm.
1,4,Eleanor Shellstrop,Mm-hmm.
1,4,Eleanor Shellstrop,I don't think so.
1,4,Eleanor Shellstrop,I don't think that happened.
1,4,Eleanor Shellstrop,"No, you're wrong."
1,4,Tahani Al-Jamil,I see what's going on here.
1,4,Tahani Al-Jamil,You've got a whisper in your snicker box.
1,4,Tahani Al-Jamil,You're both helping Jianyu to regain his confidence to be able to speak again as a surprise for me!
1,4,Eleanor Shellstrop,"Oh, busted."
1,4,Tahani Al-Jamil,My heart is soaring.
1,4,Michael,"So, Jianyu is talking?"
1,4,Michael,"Oh, how wonderful!"
1,4,Michael,I will do everything in my power to encourage him.
1,4,Michael,"Well, not everything."
1,4,Michael,I won't give him a second mouth.
1,4,Michael,Unless that would be helpful.
1,4,Michael,No.
1,4,Michael,Better not risk it.
1,4,Tahani Al-Jamil,I've actually had a better idea.
1,4,Michael,Oh.
1,4,Tahani Al-Jamil,Let's add Jianyu to the guest list.
1,4,Tahani Al-Jamil,"Chidi and Eleanor have been working with him, and they're going to be here."
1,4,Michael,What a great idea.
1,4,Michael,Patricia!
1,4,Michael,"We can fit another chair, right?"
1,4,Chef Patricia,Change the floor plan an hour before opening?
1,4,Chef Patricia,Of course!
1,4,Chef Patricia,The more the merrier!
1,4,Tahani Al-Jamil,"Oh, hurrah!"
1,4,Tahani Al-Jamil,"I knew tonight was going to be perfect, but now it's going to be even perfect-er."
1,4,Tahani Al-Jamil,"Obviously, it's impossible for something to be more perfect than perfect"
1,4,Michael,"Well, it isn't, actually."
1,4,Michael,Any place or thing in the universe can be up to 104% perfect.
1,4,Michael,That's how you got Beyonce.
1,4,Tahani Al-Jamil,Oh.
1,4,Chidi Anagonye,Oh bud-hole.
1,4,Chidi Anagonye,"Okay now, tell me everything."
1,4,Eleanor Shellstrop,"Okay, Jianyu is a fraud, just like me."
1,4,Eleanor Shellstrop,His real name is Jason.
1,4,Eleanor Shellstrop,He's a drug-dealing DJ from Florida.
1,4,Eleanor Shellstrop,It's gonna be fine.
1,4,Eleanor Shellstrop,We just need a plan.
1,4,Jason Mendoza,"Oh, I got a plan."
1,4,Jason Mendoza,"We hack into Michael's phone, download all his nudes, and then blackmail him."
1,4,Eleanor Shellstrop,No.
1,4,Eleanor Shellstrop,What are you no.
1,4,Jason Mendoza,"Yo, you should listen to me."
1,4,Jason Mendoza,"I came up with hundreds of plans in my life, and only one of them got me killed."
1,4,Eleanor Shellstrop,"Dude, be quiet."
1,4,Eleanor Shellstrop,You are not Jason.
1,4,Eleanor Shellstrop,You are a monk named Jianyu.
1,4,Eleanor Shellstrop,Got it?
1,4,Pillboi,"Oh, another great set, Jason."
1,4,Pillboi,"They love you, dude."
1,4,Jason Mendoza,"They don't love me, man."
1,4,Jason Mendoza,They love Acidcat.
1,4,Jason Mendoza,These cheers are fake.
1,4,Jason Mendoza,They hit my ears like boxing gloves of sadness.
1,4,Pillboi,"Oh, that's some poetic thoughts, B."
1,4,Jason Mendoza,I got to be myself.
1,4,Jason Mendoza,"Attention, Jacksonville."
1,4,Jason Mendoza,I'm not Acidcat.
1,4,Jason Mendoza,"I'm Mr. Music, the DJ."
1,4,Jason Mendoza,"And this is a Mr. Music, the DJ original."
1,4,Michael,Welcome to the opening of The Good Plates.
1,4,Michael,I just got that.
1,4,Michael,That's hilarious!
1,4,Michael,"Anyway, at some point or another, every resident in this neighborhood will fulfill his or her soul's true purpose."
1,4,Michael,Chef Patricia has done that tonight by opening this restaurant.
1,4,Tahani Al-Jamil,Now if you'd all like to take a look at tonight's menus
1,4,Tahani Al-Jamil,That's right.
1,4,Tahani Al-Jamil,"With Michael's help, Chef Patricia has recreated each person's favorite meal on Earth."
1,4,Tahani Al-Jamil,Fun!
1,4,Chidi Anagonye,It's my Grandmother's maafe.
1,4,Chidi Anagonye,"Fresh perch, slow-roasted in a peanut sauce."
1,4,Chidi Anagonye,Almost makes me forget how miserable I am right now.
1,4,Chidi Anagonye,You want to try a bite?
1,4,Eleanor Shellstrop,Fish and peanut butter?
1,4,Eleanor Shellstrop,"No, I'm good."
1,4,Eleanor Shellstrop,Thanks.
1,4,Jason Mendoza,Tofu?
1,4,Jason Mendoza,"Oh, man."
1,4,Jason Mendoza,Imma order some jalapeno poppers.
1,4,Eleanor Shellstrop,Be quiet and eat your white sponge.
1,4,Eleanor Shellstrop,Janet?
1,4,Janet,"Hi, there."
1,4,Eleanor Shellstrop,Hi.
1,4,Eleanor Shellstrop,I didn't get a meal.
1,4,Janet,"According to our files, your favorite meal was the hunger strike you went on to protest Bolivian sex trafficking."
1,4,Eleanor Shellstrop,"Oh, right."
1,4,Eleanor Shellstrop,Of course I did that.
1,4,Michael,"Tahani, great party."
1,4,Michael,Check it out.
1,4,Tahani Al-Jamil,Oh!
1,4,Michael,Suspenders!
1,4,Michael,So dumb.
1,4,Michael,So much dumber than belts.
1,4,Tahani Al-Jamil,"Oh, congratulations, Michael."
1,4,Michael,How's Jianyu doing?
1,4,Michael,Is he opening up?
1,4,Tahani Al-Jamil,"Mm, not yet."
1,4,Tahani Al-Jamil,But I can tell he wants to.
1,4,Michael,Don't worry.
1,4,Michael,I've got a plan.
1,4,Michael,"May I have your attention, please?"
1,4,Michael,"Later this evening, we will be enjoying Chef Patricia's delicious dessert, a stunning three-tiered cake that took her a full week to complete."
1,4,Michael,"But first, I'd like to try something fun."
1,4,Michael,Each one of you has a very special memory attached to the meal you're eating.
1,4,Michael,Why don't we go around the room and share our stories?
1,4,Glenn,"I'll start, Michael."
1,4,Glenn,"One day, I wasn't feeling so great, so I made myself a bowl of this chicken soup"
1,4,Eleanor Shellstrop,"When it gets to you, say something short and boring about tofu."
1,4,Jason Mendoza,No.
1,4,Jason Mendoza,"I'm sick of pretending to be Jianyu, the tofu man."
1,4,Jason Mendoza,I'm gonna tell the story about my real favorite meal.
1,4,Eleanor Shellstrop,Which is?
1,4,Jason Mendoza,The Buffalo wings at Stupid Nick's Wing Dump in Gainesville.
1,4,Jason Mendoza,Wings were free for ladies if they took their top off.
1,4,Eleanor Shellstrop,"Oh, boy."
1,4,Eleanor Shellstrop,"Chidi, a word?"
1,4,Chidi Anagonye,Yeah.
1,4,Glenn,"Anyway, that's how this simple soup saved over 10,000 lives."
1,4,Michael,Ah!
1,4,Michael,Fabulous!
1,4,Eleanor Shellstrop,"If Jianyu starts talking about topless Buffalo wing restaurants, we're all screwed."
1,4,Michael,"Jianyu Li, a Taiwanese monk who took a vow of silence at the age of eight and hasn't spoken since, is ready to share with us."
1,4,Jason Mendoza,Let me tell you about Stupid Nick.
1,4,Eleanor Shellstrop,We need a distraction.
1,4,Eleanor Shellstrop,Right the fork now!
1,4,Chidi Anagonye,"No, no, no, no, no."
1,4,Chidi Anagonye,Eleanor?
1,4,Chidi Anagonye,Chef Patricia poured her heart and soul into this.
1,4,Chidi Anagonye,Destroying it would be a truly cruel act.
1,4,Eleanor Shellstrop,"Yeah, no durr."
1,4,Chidi Anagonye,"No, no, no!"
1,4,Chidi Anagonye,Oh!
1,4,Michael,Sinkhole!
1,4,Michael,Everyone out!
1,4,Michael,There's a sinkhole!
1,4,Michael,Glenn!
1,4,Chidi Anagonye,You broke the world.
1,4,Chidi Anagonye,It's not a compliment!
1,4,Michael,"Glenn, stay calm."
1,4,Michael,We're gonna get you out of there.
1,4,Michael,And we'll put your soup in the fridge so it won't go to waste.
1,4,Michael,"I know that may not be your number one concern right now, but"
1,4,Glenn,It was up there.
1,4,Glenn,It's real good soup.
1,4,Eleanor Shellstrop,Let's go.
1,4,Eleanor Shellstrop,"Hey, buddy."
1,4,Eleanor Shellstrop,You okay?
1,4,Jason Mendoza,No.
1,4,Jason Mendoza,"I was just to tell an awesome story about a wing-eating contest that I lost, and a barfing contest that I won, but then a hole opened up in the ground."
1,4,Eleanor Shellstrop,I know.
1,4,Eleanor Shellstrop,I made the hole to save you from yourself.
1,4,Eleanor Shellstrop,You cannot let people know who you really are.
1,4,Eleanor Shellstrop,"It would be very, very bad."
1,4,Pillboi,"Beautiful, beautiful Jacksonville."
1,4,Pillboi,"What's wrong, dog?"
1,4,Pillboi,You look like you're freaking out.
1,4,Jason Mendoza,"Things are bad, Pillboi."
1,4,Jason Mendoza,"Acidcat is suing me for ""bleach of contract""."
1,4,Jason Mendoza,I should have never pretended to be someone else.
1,4,Jason Mendoza,It could cost me all my dreams in life.
1,4,Pillboi,You got dreams in life?
1,4,Pillboi,That's lit.
1,4,Jason Mendoza,"Of course I have dreams, man."
1,4,Jason Mendoza,I don't want to be a DJ in Jacksonville forever.
1,4,Jason Mendoza,"I want to DJ in Daytona, Tallahassee, Tampa, even."
1,4,Jason Mendoza,I want it all.
1,4,Pillboi,"That's big goals, man."
1,4,Jason Mendoza,"I know, but I believe in myself."
1,4,Jason Mendoza,"Someday, the world will see what I already know, that Jason Mendoza is a beautiful, unique soul who has so much to give this world."
1,4,Jason Mendoza,"Okay, that's Acidcat's speedboat."
1,4,Jason Mendoza,Hand me the thing that blows it up.
1,4,Tahani Al-Jamil,"Michael, I hereby tender my resignation."
1,4,Tahani Al-Jamil,I can no longer in good conscience coordinate any further events in The Good Place.
1,4,Tahani Al-Jamil,"So, I am turning in my evening gloves."
1,4,Michael,Tahani --
1,4,Tahani Al-Jamil,Don't try to make me feel better.
1,4,Tahani Al-Jamil,The launch was a disaster.
1,4,Tahani Al-Jamil,Poor Jianyu was so terrified that I fear he may never speak again.
1,4,Tahani Al-Jamil,My hair is barely cascading down my shoulders.
1,4,Michael,"Tahani, please."
1,4,Michael,"I know your journey with Jianyu has been frustrating, but your situation is actually very typical."
1,4,Michael,Soul mates sometimes take months to really click.
1,4,Michael,You have to be patient.
1,4,Michael,"And if anyone should take blame for the restaurant disaster, it's me."
1,4,Michael,I thought this neighborhood's troubles were behind us.
1,4,Michael,Now I fear the worst.
1,4,Tahani Al-Jamil,"Michael, I hereby rescind the tendering of my resignation."
1,4,Tahani Al-Jamil,We must keep the neighborhood together.
1,4,Tahani Al-Jamil,What can I do?
1,4,Michael,"Oh, well, the sinkhole should be repairing itself in about three days."
1,4,Tahani Al-Jamil,"Well, as soon as it does, we shall re-launch the restaurant."
1,4,Tahani Al-Jamil,"I'll hang posters to get the word out, and in the meantime, I'll host a brunch party every morning to lift people's spirits."
1,4,Michael,Ah!
1,4,Tahani Al-Jamil,"While you repair the universe, I shall prepare the eggs."
1,4,Michael,"Oh, fanciful wordplay."
1,4,Tahani Al-Jamil,Indeed.
1,4,Tahani Al-Jamil,That is the Tahani that you know and love.
1,4,Chidi Anagonye,So what do we do here?
1,4,Eleanor Shellstrop,There's nothing to do.
1,4,Eleanor Shellstrop,He's just gonna blab and get him and me both sent to The Bad Place.
1,4,Eleanor Shellstrop,It's hopeless.
1,4,Chidi Anagonye,"I can't believe I'm doing this, but, Jason, please come to my classroom."
1,4,Chidi Anagonye,"I will teach you ethics, like I'm doing with Eleanor."
1,4,Chidi Anagonye,"And if you work hard and absorb the material, you just might be able to earn your place here."
1,4,Jason Mendoza,"No, I'm good."
1,4,Eleanor Shellstrop,"Dude, Chidi is giving you a lifeline right now, and you need to take it because you suck."
1,4,Jason Mendoza,You suck!
1,4,Eleanor Shellstrop,I know!
1,4,Eleanor Shellstrop,That's what I'm trying to tell you.
1,4,Eleanor Shellstrop,We both suck.
1,4,Eleanor Shellstrop,You know who doesn't suck?
1,4,Eleanor Shellstrop,Chidi.
1,4,Eleanor Shellstrop,"He is putting himself in danger to help us, because he, unlike us, is an amazing person."
1,4,Jason Mendoza,I didn't get into heaven to go to school.
1,4,Eleanor Shellstrop,"You didn't get into heaven at all, shirt-for-brains."
1,4,Jason Mendoza,I just want to be myself.
1,4,Eleanor Shellstrop,"That's a very, very bad idea."
1,4,Eleanor Shellstrop,Do not be yourself.
1,4,Eleanor Shellstrop,"You need to be a better version of yourself, okay?"
1,4,Eleanor Shellstrop,And I do too.
1,4,Eleanor Shellstrop,"And our only hope right now is this kind, selfless, amazing nerd."
1,4,Eleanor Shellstrop,Think about that.
1,4,Chidi Anagonye,Do you have to call me a nerd so much?
1,4,Eleanor Shellstrop,"I said a lot of other nice things, okay?"
1,4,Eleanor Shellstrop,"Toughen up, nerd."
1,4,Eleanor Shellstrop,"Let's get crackin', Teach."
1,4,Eleanor Shellstrop,"I read this entire David Hume book, and then I read it again because I didn't understand it the first time, and now I'm ready to go."
1,4,Chidi Anagonye,Wow.
1,4,Chidi Anagonye,"Uh, that's really impressive."
1,4,Chidi Anagonye,"Uh, where's Jianyu?"
1,4,Eleanor Shellstrop,"Honestly, I don't even know if he's coming."
1,4,Jason Mendoza,I am here to learn about ethnics.
1,4,Chidi Anagonye,Wow!
1,4,Chidi Anagonye,"That's great, man!"
1,4,Chidi Anagonye,"Um, I mean it's ethics but that's great."
1,4,Jason Mendoza,"Pretty sure it's ""ethnics""."
1,4,Eleanor Shellstrop,"Hey, buddy, I'm proud of you."
1,4,Eleanor Shellstrop,This is your first step towards not sucking.
1,4,Jason Mendoza,Cool.
1,4,Jason Mendoza,I just have two questions.
1,4,Jason Mendoza,When are football tryouts?
1,4,Jason Mendoza,And does this school have a prom?
1,4,Chidi Anagonye,"Oh, no."
1,4,Eleanor Shellstrop,"Oh, wow."
1,4,Eleanor Shellstrop,"For the first time ever, I'm the smartest kid in class."
1,5,Janet,"Good afternoon, Eleanor."
1,5,Janet,What can I get you today?
1,5,Eleanor Shellstrop,Whoa!
1,5,Eleanor Shellstrop,Lot of new flavors.
1,5,Janet,"Michael felt bad about the sinkhole, so he wanted to give you all a little treat."
1,5,Janet,"I recommend ""Full Cell Phone Battery""."
1,5,Eleanor Shellstrop,Whoa!
1,5,Eleanor Shellstrop,It somehow tastes how I felt when my cell phone was fully charged.
1,5,Eleanor Shellstrop,"Oh, I'm so relaxed."
1,5,Eleanor Shellstrop,But they all look good.
1,5,Eleanor Shellstrop,This might take me a while.
1,5,Eleanor Shellstrop,"You know what, Gunnar, why don't you go ahead?"
1,5,Gunnar,"Thanks so much, Eleanor."
1,5,Eleanor Shellstrop,Mmm-hmm.
1,5,Janet,"What can I get you, Gunnar?"
1,5,Gunnar,"Hi, Janet."
1,5,Gunnar,Can I have some Folded Laundry?
1,5,Janet,Coming up.
1,5,Eleanor Shellstrop,Chidi!
1,5,Eleanor Shellstrop,You'll never believe it.
1,5,Eleanor Shellstrop,"I was at the frozen yogurt place and I didn't know what I wanted, so I turned to the guy behind me, and I was like, ""Why don't you go ahead?"""
1,5,Eleanor Shellstrop,Just like that!
1,5,Eleanor Shellstrop,"""Why don't you go ahead?"""
1,5,Chidi Anagonye,Okay
1,5,Eleanor Shellstrop,"Dude, you don't understand!"
1,5,Eleanor Shellstrop,I never did stuff like that when I was on Earth.
1,5,Eleanor Shellstrop,"But now, thanks to your ""good person"" lessons, I didn't hold up the line."
1,5,Eleanor Shellstrop,I didn't even try a dozen samples I didn't want just to spite some jerk who told me I was holding up the line.
1,5,Chidi Anagonye,You do that?
1,5,Eleanor Shellstrop,"No, Chidi, I used to do that."
1,5,Eleanor Shellstrop,Now I do selfless things without even thinking about it.
1,5,Chidi Anagonye,That's great.
1,5,Chidi Anagonye,I'm I'm proud of you.
1,5,Chidi Anagonye,So where's our yogurt?
1,5,Eleanor Shellstrop,I forgot it.
1,5,Eleanor Shellstrop,Oh can you go?
1,5,Eleanor Shellstrop,I don't want to go all the way back.
1,5,Eleanor Shellstrop,I ran all the way here and it was so hot.
1,5,Eleanor Shellstrop,"I mean, I will happily get it, because I told you I would."
1,5,Eleanor Shellstrop,Good person.
1,5,Chidi Anagonye,"So, to sum up, Utilitarianism posits that the correct choice is the one that causes the most good or pleasure, and the least pain and suffering."
1,5,Eleanor Shellstrop,I like this one.
1,5,Eleanor Shellstrop,It's simple.
1,5,Eleanor Shellstrop,"Ugh screw all the other complicated theories, why didn't you start with this one?"
1,5,Chidi Anagonye,"Ah, but here's the problem."
1,5,Chidi Anagonye,"If all that matters is the sum total of ""goodness"", then you can justify any number of bad actions, like torturing one innocent person to save a hundred, or preemptive war"
1,5,Jason Mendoza,"Oh, dude, I get it."
1,5,Jason Mendoza,"It's like, I knew this girl Sheila she was a black market alligator dealer with a pierced jawbone."
1,5,Chidi Anagonye,"Um okay, what?"
1,5,Jason Mendoza,"Sheila was gonna get married to my boy, Donkey Doug and make him move to Sarasota."
1,5,Jason Mendoza,It would've broken up my whole break dancing crew and Donkey Doug was our best pop-and-locker.
1,5,Jason Mendoza,So I hid a bunch of stolen boogie boards in Sheila's garage and called the cops.
1,5,Jason Mendoza,I framed one innocent gator dealer to save a 60-person dance crew.
1,5,Chidi Anagonye,"Shockingly, that is a relevant example of the Utilitarian dilemma."
1,5,Chidi Anagonye,Well done.
1,5,Jason Mendoza,Thanks!
1,5,Jason Mendoza,Um
1,5,Chidi Anagonye,"Uh, yes, Jianyu?"
1,5,Jason Mendoza,Can I be excused?
1,5,Jason Mendoza,Tahani's doing a brunch party and I want to get there before all the mini-waffles run out.
1,5,Chidi Anagonye,"Go ahead, man."
1,5,Jason Mendoza,Yes!
1,5,Eleanor Shellstrop,"So, you want to roll right into another lesson?"
1,5,Eleanor Shellstrop,"I am revved up to learn, man."
1,5,Eleanor Shellstrop,My brain is horny!
1,5,Chidi Anagonye,Um can we take a little break?
1,5,Chidi Anagonye,I've been standing at this chalkboard all day.
1,5,Eleanor Shellstrop,"Oh, yeah, I get it."
1,5,Eleanor Shellstrop,"Oh, you could, um, grade my paper I wrote on the concept of dharma."
1,5,Eleanor Shellstrop,"Six pages, and I didn't even do that thing where I try to make it longer by starting every sentence with ""Interestingly"""
1,5,Chidi Anagonye,"Sure, I'll do that and, uh we can start another lesson."
1,5,Michael,Ah!
1,5,Michael,Tahani.
1,5,Michael,I've been working on my Western Hemisphere brunch banter.
1,5,Michael,Tell me what you think.
1,5,Michael,That New Yorker article was crazy.
1,5,Michael,You haven't seen Hamilton?
1,5,Michael,"Hey, did you hear about Stephanie?"
1,5,Tahani Al-Jamil,"Very well done, Michael."
1,5,Janet,"Hi, there!"
1,5,Janet,We have a Category 55 Emergency Doomsday Crisis.
1,5,Michael,A Category 55 Emergency Doomsday Crisis?
1,5,Janet,Mmm-hmm.
1,5,Tahani Al-Jamil,"Sorry, what is a Category 55 Emergency Doomsday Crisis?"
1,5,Michael,"It's nothing, it's a tiny little inconvenience."
1,5,Michael,"Tahani, dear, could you show us to a private room where no one can see or hear us, even if I yell very loudly out of fear?"
1,5,Janet,It appears that the sinkhole is not repairing itself.
1,5,Michael,"This is very bad, Janet."
1,5,Michael,We have to go into the sinkhole and fix it by hand.
1,5,Michael,Get the tools.
1,5,Tahani Al-Jamil,"Sorry, can I be of any service?"
1,5,Michael,Ah!
1,5,Michael,Tahani.
1,5,Michael,Didn't see you there.
1,5,Michael,"Uh, no, no."
1,5,Michael,We're just having a slight problem with the enormous sinkhole.
1,5,Tahani Al-Jamil,"Yes, I meant to tell you I walked past it last night and I I actually saw it get a little bit bigger."
1,5,Michael,It got bigger?
1,5,Michael,"Ah, well, that's so normal."
1,5,Michael,Uh this is the reaction I have when things are incredibly mundane and expected.
1,5,Michael,"I'm gonna leave now at my regular pace, as I do in most scenarios."
1,5,Eleanor Shellstrop,Finally!
1,5,Eleanor Shellstrop,Let's get back to it.
1,5,Eleanor Shellstrop,"Whip out that chalkboard, big boy, show me what you're working with."
1,5,Chidi Anagonye,"Actually, I was going to head into town and pick up some blankets."
1,5,Eleanor Shellstrop,"Great, I'll grab my sweater."
1,5,Eleanor Shellstrop,I can practice letting people cut in front of me.
1,5,Chidi Anagonye,"You know, uh, I just realized that I have blankets, so I'm going to take a nap using the several blankets that I already have."
1,5,Chidi Anagonye,Good night.
1,5,Eleanor Shellstrop,Uh-uh-uh-uh-uh.
1,5,Eleanor Shellstrop,What's wrong?
1,5,Eleanor Shellstrop,Out with it.
1,5,Chidi Anagonye,"Fine, I'm just tired, need a break."
1,5,Chidi Anagonye,No big deal.
1,5,Eleanor Shellstrop,The way you're talking to me right now?
1,5,Eleanor Shellstrop,"""Everything's cool, no big deal"", I know that move."
1,5,Eleanor Shellstrop,"When I told a boyfriend something was ""no big deal"", it meant anything from ""I just bought weed from your nephew"", to ""I secretly befriended your ex-girlfriend last year, things got out of hand, and now I'm her bridesmaid""."
1,5,Chidi Anagonye,Wow.
1,5,Chidi Anagonye,"Okay, well, in this case, it really is no big deal."
1,5,Eleanor Shellstrop,"Dude, you're hiding something!"
1,5,Eleanor Shellstrop,What's wrong?
1,5,Chidi Anagonye,Nothing!
1,5,Eleanor Shellstrop,What is wrong?
1,5,Tahani Al-Jamil,"Jianyu, 2nd."
1,5,Tahani Al-Jamil,"Oh, well done, my love."
1,5,Tahani Al-Jamil,So where am I?
1,5,Tahani Al-Jamil,"Eleanor, 6th?"
1,5,Tahani Al-Jamil,Come on.
1,5,Tahani Al-Jamil,"Oh, no."
1,5,Tahani Al-Jamil,I'm second to last.
1,5,Young Tahani,"Mummy, I made you this."
1,5,Young Tahani,It's the pretty bird we saw in the garden.
1,5,Manisha Al-Jamil,"Thank you, Tahani."
1,5,Manisha Al-Jamil,It's very competent.
1,5,Young Kamilah,"I made a bird, as well."
1,5,Young Kamilah,"I worked in a reflective alloy, holding up a mirror to mankind and its mistreatment of these defenseless animals."
1,5,Waqas Al-Jamil,"Excellent, Kamilah."
1,5,Waqas Al-Jamil,I sense the influence of Brancusi and Kapoor.
1,5,Manisha Al-Jamil,"It seems you're moving out of your structural period, and more into conceptual abstraction."
1,5,Young Kamilah,"Good eye, Mother."
1,5,Young Kamilah,I grew tired of objective representation.
1,5,Young Kamilah,I trust my audience.
1,5,Young Tahani,My birdie has a hat.
1,5,Waqas Al-Jamil,"Yes, well done, Tahani."
1,5,Eleanor Shellstrop,What's wrong?
1,5,Chidi Anagonye,Nothing's wrong.
1,5,Eleanor Shellstrop,What's wrong?
1,5,Chidi Anagonye,Nothing's wrong.
1,5,Eleanor Shellstrop,What's wrong?
1,5,Eleanor Shellstrop,What's wrong?
1,5,Chidi Anagonye,Nothing's wrong.
1,5,Chidi Anagonye,Nothing's wrong?
1,5,Chidi Anagonye,Would you stop doing that?
1,5,Eleanor Shellstrop,What's wrong?
1,5,Eleanor Shellstrop,What's wrong?
1,5,Chidi Anagonye,"Okay, fine!"
1,5,Eleanor Shellstrop,What's wrong?
1,5,Chidi Anagonye,You want to know what's wrong?
1,5,Chidi Anagonye,You are a full-time job.
1,5,Chidi Anagonye,"I wake up, there's Eleanor."
1,5,Chidi Anagonye,I spend all day teaching Eleanor.
1,5,Chidi Anagonye,"And then it's, ""Good night, Eleanor."""
1,5,Chidi Anagonye,"Oh, this is a nice dream, my grandma's here."
1,5,Chidi Anagonye,"Wait, she's got Eleanor's face!"
1,5,Chidi Anagonye,And tentacles for some reason.
1,5,Eleanor Shellstrop,I thought you liked teaching me.
1,5,Eleanor Shellstrop,So now I'm just some huge burden for you?
1,5,Chidi Anagonye,Yes!
1,5,Chidi Anagonye,Of course you are!
1,5,Chidi Anagonye,I am in paradise!
1,5,Chidi Anagonye,"I should be doing paradise things, like rowing out on a lake with a good bottle of wine, reading French poetry."
1,5,Eleanor Shellstrop,That's your idea of paradise?
1,5,Chidi Anagonye,"You know, and I can't stop helping you, because then I am shirking my ethical duty."
1,5,Chidi Anagonye,It's an impossible position!
1,5,Eleanor Shellstrop,"You know what, if you're so stressed from writing on a chalkboard, why don't you just leave?"
1,5,Eleanor Shellstrop,"We could pretend to be soul mates in public, but other than that, we don't have to see each other!"
1,5,Chidi Anagonye,Fine with me!
1,5,Chidi Anagonye,I'll move out right now.
1,5,Eleanor Shellstrop,Fine!
1,5,Michael,Good afternoon.
1,5,Michael,"As you all may remember, a sinkhole recently opened up in the town center."
1,5,Michael,"The situation, sadly, has worsened."
1,5,Michael,"Starting right now, no one may go outside under any circumstances."
