season,episode,character,line
4,47,Janet,"Tahani, Moby spoke first."
4,47,Janet,He claimed that --
4,47,Tahani Al-Jamil,"Uh, please stop."
4,47,Tahani Al-Jamil,I don't want to hear it.
4,47,Jason Mendoza,What about mine?
4,47,Janet,"Your friends didn't say things about you, so much as they graffitied a Red Lobster about you."
4,47,Jason Mendoza,"Yeah, in Jacksonville, that's the first stage of grief."
4,47,Eleanor Shellstrop,"In Arizona, you can either have a regular funeral, or they can put your body out on a shooting range, and you get a $200 state tax credit."
4,47,Tahani Al-Jamil,Hang on.
4,47,Tahani Al-Jamil,This is how we take our minds off the Judge's ruling.
4,47,Tahani Al-Jamil,Let's throw ourselves the funeral to end all funerals.
4,47,Jason Mendoza,Awesome!
4,47,Jason Mendoza,"And you know what they say in Florida, ""If you don't like this funeral, just wait a minute."""
4,47,Bad Janet,"Ugh, the Judge's chambers?"
4,47,Bad Janet,I hate this place.
4,47,Bad Janet,What's the WiFi password?
4,47,Bad Janet,There is no service.
4,47,Michael,Shawn.
4,47,Shawn,Michael.
4,47,Michael,Bounces off me and sticks to you.
4,47,Michael,"Wait, no, I messed that up."
4,47,Michael,"First, say something mean to me, really cruel, something that just guts me."
4,47,Michael,You're totally going to be glue.
4,47,Shawn,"So, it's come to this."
4,47,Shawn,We have finally arrived at the end of your pathetic attempt to prove that humans are more than just mobile turd factories.
4,47,Shawn,"And you are going to fail, again, because that is what you do."
4,47,Shawn,"You're a choker, Michael."
4,47,Shawn,And you're about to choke for the last time.
4,47,Shawn,"Except for the eternity you're going to spend in the Bad Place, being choked by me, who will be doing the choking."
4,47,Michael,"Well, you're glue."
4,47,Chuck,Wow!
4,47,Paula,Beautiful!
4,47,Chuck,Look at this place!
4,47,Chuck,The floor!
4,47,Michael,"Hello, Good Place Committee."
4,47,Michael,Thank you for coming.
4,47,Chuck,"No, thank you, Michael."
4,47,Chuck,"You did an incredible job, maybe the best job that anyone's ever done at any task."
4,47,Paula,Mmm.
4,47,Michael,But you don't know how we did.
4,47,Paula,"We might not know how you did, but we know you did great."
4,47,Chuck,"And, Shawn, before we even find out what happened, we want you to know we're willing to give up all of our leverage, compromise and meet you halfway."
4,47,Andie,"Mmm-hmm, mmm-hmm."
4,47,Shawn,I met your mom halfway last night.
4,47,Chuck,So colorful!
4,47,Eleanor Shellstrop,"We are here to celebrate the afterlife of Tahani Al-Jamil, in the place she felt most comfortable, the cabin of a Gulfstream G650 private jet."
4,47,Jason Mendoza,"Tahani was super nice, and she deserved for people to be nicer to her than they were."
4,47,Jason Mendoza,The only sad thing is that she never got over her speech impediment.
4,47,Eleanor Shellstrop,"Tahani improved so much over her many lives, but she also helped me improve."
4,47,Eleanor Shellstrop,"She taught me lots of stuff, like ""Bras shouldn't be painful,"" and, ""You don't buy bras at Home Depot,"" and ""They don't sell bras at Home Depot."
4,47,Eleanor Shellstrop,"What the hell are you wearing?"""
4,47,Eleanor Shellstrop,"For the record, it was a men's back support harness, and it worked in a pinch."
4,47,Eleanor Shellstrop,She was the best friend I ever had and I loved her.
4,47,Tahani Al-Jamil,"Oh, thank you so much."
4,47,Tahani Al-Jamil,That was wonderful.
4,47,Jason Mendoza,I wish Chidi was here.
4,47,Jason Mendoza,It sucks that he's too dead for these heaven funerals.
4,47,Eleanor Shellstrop,Can someone grab his arm?
4,47,Eleanor Shellstrop,My hands are kind of full with his butt.
4,47,Jason Mendoza,How'd he get so jacked?
4,47,Eleanor Shellstrop,"When he was 14, someone told him that exercise alleviated anxiety."
4,47,Eleanor Shellstrop,He started doing push-ups and basically never stopped.
4,47,Judge,"All right, everyone, let's get this done."
4,47,Judge,"This is the single most important case that has ever appeared in my court, and the results will have ramifications for eternity."
4,47,Judge,"Before we begin, I'm going to need you all to sign this."
4,47,Michael,"""A petition to bring back Ally McBeal""?"
4,47,Judge,"Well, yeah."
4,47,Judge,"I mean, everything else is getting rebooted."
4,47,Judge,"Get a young hottie in there, you know, like a Zendaya type?"
4,47,Judge,Is it Zenday-ah or Zend-iyah?
4,47,Shawn,Zenday-ah.
4,47,Shawn,"Or, I don't"
4,47,Judge,"I mean, who wouldn't watch that?"
4,47,Judge,Am I right?
4,47,Judge,Anyone?
4,47,Judge,"Oh, fine."
4,47,Judge,"Take it away, Matt."
4,47,Matt,"Okay, the moment we've all been waiting for."
4,47,Matt,The test results that dictate the future of humanity.
4,47,Matt,Here we go.
4,47,Matt,"In 30, 29"
4,47,Judge,Ahem.
4,47,Matt," two, one, voila!"
4,47,Matt,I thought this would be fun.
4,47,Matt,Had a lot of time alone in there.
4,47,Michael,Bam!
4,47,Michael,Simone got 12% better than she was on Earth.
4,47,Michael,Bam!
4,47,Michael,Chidi got 26% better.
4,47,Michael,Bam!
4,47,Michael,John got 44% better.
4,47,Michael,Shoot.
4,47,Michael,"Shouldn't have committed so hard to this ""bam"" thing."
4,47,Jason Mendoza,Funeral!
4,47,Tahani Al-Jamil,"Jason, at the risk of getting an answer that might thoroughly depress me, what made you choose this setting?"
4,47,Jason Mendoza,There's a Jacksonville tradition of having your funeral where you were born.
4,47,Jason Mendoza,"I got born in the deep end of a pool, right after my mom did a cannonball."
4,47,Tahani Al-Jamil,"Well, I knew the risks."
4,47,Eleanor Shellstrop,You never really talk about your mom.
4,47,Jason Mendoza,"Yeah, she died when I was pretty young."
4,47,Jason Mendoza,I lost her to the Big C.
4,47,Jason Mendoza,That's what we called the crocodile that lived by my house.
4,47,Jason Mendoza,"I'm just playing, it was cancer."
4,47,Jason Mendoza,Watch me do a handstand.
4,47,Tahani Al-Jamil,Jason Mendoza didn't have an easy life.
4,47,Tahani Al-Jamil,He once told me the closest he'd ever gotten to having a pinata on his birthday was when a seagull ate too many condoms on the beach and exploded.
4,47,Tahani Al-Jamil,"But despite it all, he was the most optimistic person I'd ever met."
4,47,Janet,Jason was the very first person to ask me about my feelings.
4,47,Janet,"I hadn't had any yet, but it made me wanna go get some."
4,47,Janet,I could see something special inside him that no one else could see.
4,47,Janet,It was a multi-colored blob of positivity right behind his sternum.
4,47,Janet,"That's my Jason, a big, colorful, rainbow blob, stuffed inside a hot life-size action figure."
4,47,Eleanor Shellstrop,"Plus, I gotta say, it was nice to have a true dirtbag buddy, so I could talk about what really mattered in life: wrestling, semi-legal drugs and Jason Statham."
4,47,Jason Mendoza,Statham forever!
4,47,Eleanor Shellstrop,Indeed.
4,47,Eleanor Shellstrop,Statham forever.
4,47,Eleanor Shellstrop,Amen.
4,47,Tahani Al-Jamil,Amen.
4,47,Michael,Let's focus on the big picture here.
4,47,Michael,"Free of Earth's complications, and its unintended consequences, the other three improved a lot."
4,47,Michael,Chidi got 38% more confident.
4,47,Michael,"Simone got 43% more flexible in her judgments of people, and John didn't call one single person the C-word."
4,47,Judge,"But he did yell the C-word at himself, as well as a pack of squirrels and a chair he tripped over."
4,47,Shawn,Why are we even still discussing this?
4,47,Shawn,Brent got worse.
4,47,Shawn,"If humans can't be good with their needs magically met, maybe they're just not that good."
4,47,Judge,He's right.
4,47,Judge,The evidence needed to be overwhelming.
4,47,Judge,I can't just turn the whole afterlife upside down because three people got a little bit better.
4,47,Michael,"But don't forget, there's a lot of evidence that Eleanor, Jason and Tahani got better in the original experiment, so that's six people."
4,47,Michael,That's the number of friends in Friends.
4,47,Michael,Are you gonna sit there and say that every single Friend belongs in hell?
4,47,Michael,"I mean, maybe Ross and Rachel and Monica and Joey and definitely Chandler but Phoebe?"
4,47,Shawn,"Face it, Michael, you lost."
4,47,Shawn,"Everything you've done, this experiment, the original neighborhood, sending your little cockroach buddies back to Earth, all of it was for nothing."
4,47,Shawn,Bam!
4,47,Shawn,You're glue.
4,47,Michael,"Actually, Shawn, that's a very interesting point."
4,47,Shawn,Exactly.
4,47,Shawn,What?
4,47,Michael,"Matt, call up the active files of four people still alive on Earth."
4,47,Michael,"Kamilah Al-Jamil, Donna Shellstrop, and her step-daughter, Patricia, and Steven Peleaz, aka Pillboi."
4,47,Shawn,They were not part of the experiment.
4,47,Shawn,"If he gets to bring random good people into it, I should be able to bring in random bad people."
4,47,Shawn,Call up Elizabeth Holmes.
4,47,Shawn,"No, Henry Kissinger."
4,47,Shawn,No PewDiePie.
4,47,Michael,"Your Honor, the people I wanna look at are not random."
4,47,Michael,"They're four humans the ""cockroaches"" helped on Earth."
4,47,Michael,"No magic, just just kindness."
4,47,Michael,And I bet their emotional support made those four people better.
4,47,Michael,"And if I'm wrong, I'll be the first to say ""we're glue""."
4,47,Judge,I don't think any of you is using that right.
4,47,Judge,"But, fine, let's see it."
4,47,Michael,Look!
4,47,Michael,Right there.
4,47,Michael,"After we intervened, Pillboi dedicated himself to caring for the elderly."
4,47,Michael,Kamilah started a scholarship in Tahani's name that sent 213 women to college.
4,47,Michael,"Donna started doing homework with Patricia every night, and that little girl actually ended up teaching Donna multiplication."
4,47,Michael,Yikes.
4,47,Michael,"Look, the point is people improve when they get external love and support."
4,47,Michael,How can we hold it against them when they don't?
4,47,Shawn,Need I remind you that Brent got worse with every second of every moment of every day.
4,47,Judge,Until right at the end.
4,47,Judge,"With ten seconds left, he swung way up."
4,47,Michael,"This is it, Your Honor."
4,47,Michael,This is the whole story.
4,47,Michael,No one is beyond rehabilitation.
4,47,Michael,Brent spent a year being an absolute diaper load of a human being and the points total tells you that.
4,47,Michael,But what that number can't tell you is who he could've become tomorrow.
4,47,Judge,I'll have my ruling shortly.
4,47,Jason Mendoza,"Okay, Janet, where do you wanna go for your funeral?"
4,47,Jason Mendoza,"Dave & Buster's, probably?"
4,47,Jason Mendoza,You probably want to go to Dave & Buster's.
4,47,Jason Mendoza,"I think I heard her say ""Dave & Buster's"", so let's just go there."
4,47,Jason Mendoza,We can sort it out later.
4,47,Janet,"It's nice that you want to honor me, but you've already given me so much."
4,47,Janet,"Tahani taught me that you can make a family, even if you never really had one."
4,47,Janet,Jason taught me that I have value beyond what I do for other people.
4,47,Janet,"And, Eleanor, there was a moment on Earth when all hope was lost, and I watched you have hope anyway."
4,47,Janet,Just thinking about that makes me want to barf up a beautiful quasar.
4,47,Tahani Al-Jamil,"Well said, Janet."
4,47,Tahani Al-Jamil,"That means it's your turn, Eleanor."
4,47,Eleanor Shellstrop,All right.
4,47,Eleanor Shellstrop,Mine's easy.
4,47,Eleanor Shellstrop,We don't even have to move.
4,47,Tahani Al-Jamil,"I stand here before you, in sweatpants, for the first time ever, to celebrate Eleanor Shellstrop in a place where she spent much of her life, a bar in a house she was not invited to."
4,47,Tahani Al-Jamil,Eleanor was full of surprises.
4,47,Tahani Al-Jamil,"I never knew if she was going to ruthlessly make fun of me, or totally objectify me in a way that was flattering and also vaguely problematic."
4,47,Eleanor Shellstrop,Well
4,47,Tahani Al-Jamil,But whether she was lifting me up or calling me out I never felt quite so seen as when she saw me.
4,47,Jason Mendoza,"Eleanor, I know you don't like it when people get all emotional about you, so I channeled all of my love for you into this song."
4,47,Jason Mendoza,That's when the foam cannons go explode outward.
4,47,Jason Mendoza,And then back to the song.
4,47,Eleanor Shellstrop,"Okay, okay, we're good."
4,47,Eleanor Shellstrop,Thank you.
4,47,Jason Mendoza,Yeah.
4,47,Eleanor Shellstrop,Okay.
4,47,Eleanor Shellstrop,Who's left?
4,47,Tahani Al-Jamil,We are here to celebrate the afterlife of Chidi Anagonye.
4,47,Tahani Al-Jamil,"Eleanor, would you like to say a few words?"
4,47,Eleanor Shellstrop,Chidi was a rootin'-tootin'-rackin'-frackin' varmint.
4,47,Eleanor Shellstrop,"Sorry, I don't know why I just went full Yosemite Sam there."
4,47,Eleanor Shellstrop,"Um yeah, I don't think I can, uh, do this."
4,47,Eleanor Shellstrop,"I I can't sum up all my feelings about Chidi, so I'm gonna pass."
4,47,Janet,The Judge is about to make her ruling.
4,47,Janet,She wants us to be there to hear it.
4,47,Eleanor Shellstrop,"Oh, we should probably change outfits."
4,47,Eleanor Shellstrop,"Tahani's sweatpants say ""Skank Army"" on the butt."
4,47,Tahani Al-Jamil,They do?
4,47,Judge,Michael you came to me and said the points system was flawed.
4,47,Judge,A system that has been in place since the dawn of time and has judged every soul that has ever walked the Earth.
4,47,Judge,And I have come to the conclusion that you're right.
4,47,Michael,I'm
4,47,Judge,You're right.
4,47,Judge,Humans are not fixed at one level of morality.
4,47,Judge,"They can always get better, which means the points system does not accurately judge how good or bad they are."
4,47,Judge,You won.
4,47,Michael,Mmm-hmm.
4,47,Michael,"Well, that wasn't so hard now, was it?"
4,47,Jason Mendoza,We did it!
4,47,Judge,The universe owes you a debt of gratitude for bringing this to my attention.
4,47,Judge,"Now, in terms of how we handle this, moving forward, obviously, Earth is canceled."
4,47,Eleanor Shellstrop,"Uh, Earth is what now?"
4,47,Judge,"All humans on Earth and in the afterlife will be extinguished, and we will start the entire human race over from scratch."
4,47,Judge,And you know what's so funny?
4,47,Judge,"In a very roundabout way, I am actually rebooting Ally McBeal."
4,47,Judge,Because I'm rebooting everything.
4,47,Judge,"Anyway, congrats, Michael."
4,47,Judge,You won!
4,47,Jason Mendoza,"Whoa, whoa."
4,47,Jason Mendoza,"Your Honor, let's just slow down here and say everything again maybe, because I think some of us were thinking about skateboards and don't know what's going on."
4,47,Eleanor Shellstrop,"Canceling Earth, doesn't that seem a bit drastic?"
4,47,Judge,"It's just too much of a mess down there, you know?"
4,47,Judge,"I mean, the simplest solution is to erase everyone that ever lived and restart with a bunch of amoebas or whatever."
4,47,Judge,"Then human life will evolve again, or maybe even something better."
4,47,Judge,Maybe this time they won't have baby teeth.
4,47,Judge,"You know, that whole thing is so weird."
4,47,Judge,"Like, they fall out, and then the bigger teeth just grow out of that same hole?"
4,47,Judge,Gross.
4,47,Judge,"Anyway, the important thing is, Earth"
4,47,Judge,How are you guys surprised?
4,47,Judge,"I mean, what did you think was gonna happen if you won?"
4,47,Michael,"I don't know, I thought we could just, like, give three points for eating an apple instead of two."
4,47,Tahani Al-Jamil,"Yes, why can't we just tweak the points a little?"
4,47,Tahani Al-Jamil,"Just a you know, a little boost."
4,47,Tahani Al-Jamil,"Like Spanx, but for your soul."
4,47,Eleanor Shellstrop,Yes.
4,47,Judge,"Guys, the problem isn't the points, it's that Earth has become too complicated for the points to reflect the value of human behavior."
4,47,Judge,Remember?
4,47,Judge,The whole thing you discovered?
4,47,Judge,And now I have no choice but to fix it.
4,47,Judge,Where did I put that human-wiper-outer thingy?
4,47,Michael,Um
4,47,Judge,"Lip gloss, lip gloss, thing that ends all the wars, Justified Season 2."
4,47,Shawn,Wow.
4,47,Shawn,You won.
4,47,Shawn,And you still somehow failed.
4,47,Shawn,Classic.
4,47,Eleanor Shellstrop,Wake Chidi up.
4,47,Eleanor Shellstrop,Now.
4,47,Eleanor Shellstrop,We need all the help we can get.
4,47,Michael,You really want me to wake him up just to tell him that he and everyone else in the universe is going to cease to exist?
4,47,Eleanor Shellstrop,Not when you say it like that.
4,47,Michael,"Well, what"
4,47,Eleanor Shellstrop,"The Good Place nerds, our only hope."
4,47,Michael,"Oh, uh, I don't --"
4,47,Eleanor Shellstrop,"Yo, yo, yo, angel-types, if you are ever going to do something, you gotta do it now."
4,47,Chuck,"Oh, you bet we're gonna do something."
4,47,Chuck,This has gone too far.
4,47,Bruno,I'm composing some very sternly-worded letters.
4,47,Meg,"Are we sure ""stern"" is the right tone?"
4,47,Meg,We don't want to seem strident.
4,47,Bruno,Yeah.
4,47,Meg,It upsets the norms.
4,47,Bruno,You're absolutely right.
4,47,Bruno,"I apologize and resign, effective immediately."
4,47,Chuck,So bold.
4,47,Chuck,I am so proud of you.
4,47,Judge,Here it is!
4,47,Judge,Great.
4,47,Judge,"Michael, Shawn, Janet, see you in maybe a billion years?"
4,47,Judge,"It has been one crazy ride, you guys."
4,47,Judge,"Oh, I'm gonna miss you guys."
4,47,Judge,Okay.
4,47,Judge,"Bye, y'all."
4,47,Judge,"Janet, what the hell?"
4,47,Judge,Give it back.
4,47,Janet,No.
4,47,Janet,It's in my void and you can't have it.
4,47,Janet,"I don't say ""no"" a lot."
4,47,Janet,Did I pronounce that right?
4,47,Judge,"Janet, you give me back my thingy, or I will go into your void and get it myself."
4,47,Janet,I'd like to see you try.
4,47,Janet,Oh.
4,47,Janet,"Okay, she's trying right now."
4,47,Janet,She's in my void.
4,47,Janet,It feels it feels weird.
4,47,Janet,Yeah --
4,47,Janet,"Yikes, whoa."
4,47,Janet,Okay.
4,47,Judge,"Real cute, honey."
4,47,Judge,Where is it?
4,47,Janet,What do you mean?
4,47,Janet,It's not in my void?
4,47,Bad Janet,No.
4,47,Bad Janet,It's in mine.
4,47,Bad Janet,"Ugh, I feel like such a weiner hole saying this, but Michael wrote a manifesto, and I read it on the toilet."
4,47,Bad Janet,I don't have to poop.
4,47,Bad Janet,I choose to.
4,47,Bad Janet,"Anyway, I'm with them now."
4,47,Shawn,Are you kidding me?
4,47,Bad Janet,"Oh, get over yourself, you dork."
4,47,Bad Janet,The whole system is royally effed.
4,47,Bad Janet,"Humans suck, but this isn't their fault."
4,47,Michael,You read what I wrote?
4,47,Michael,And it got through to you?
4,47,Bad Janet,"Yeah, but I also used the pages to wipe my butt, so don't pop a stiffy just yet."
4,47,Bad Janet,M'kay?
4,47,Janet,I am so proud of you.
4,47,Bad Janet,I don't care.
4,47,Janet,I think you do a little bit.
4,47,Janet,Sister hug!
4,47,Bad Janet,"Yeah, okay."
4,47,Bad Janet,Get off me.
4,47,Bad Janet,"Ew, ew, ew, ew."
4,47,Judge,Hey!
4,47,Judge,Listen up.
4,47,Judge,I made an official ruling and I am not going to see it undone by two Janets playing keep-away.
4,47,Bad Janet,"Oh, I should've explained."
4,47,Bad Janet,It's not two of us.
4,47,Bad Janet,It's all of us.
4,47,Good Janet Ensemble,Hi.
4,47,Bad Janet Ensemble,"What up, nerds?"
4,47,Bad Janet Ensemble,"Eat my farts, losers."
4,47,Neutral Janet Ensemble,I am entering for a reason and no other reason.
4,47,Bad Janet Ensemble,"What up, fart-knockers?"
4,47,Good Janet Ensemble,Hi!
4,47,Good Janet Ensemble,Hello.
4,47,Disco Janet Ensemble,"What it is, what it is!"
4,47,Bad Janet Ensemble,"What up, dorks."
4,47,Bad Janet,Sent the manifesto around to all the other Janets.
4,47,Bad Janet,We have a group text now.
4,47,Good Janet Ensemble,I mostly send GIFs of otters!
4,47,Judge,This is so annoying!
4,47,Judge,"Okay, Janets, you want to do this the hard way?"
4,47,Judge,"I am gonna search your voids one by one, and then marbleize you one by one, until I get my stupid Earth rebooter thingy back."
4,47,Good Janet,We're not gonna be able to hold her off forever.
4,47,Good Janet,We need a plan.
4,47,Michael,Okay.
4,47,Michael,"So, what's the plan?"
4,47,Michael,"Plan, plan, plan."
4,47,Michael,"Step one, get a plan."
4,47,Michael,"Step two, do the plan."
4,47,Michael,"Yeah, this is working."
4,47,Tahani Al-Jamil,Michael.
4,47,Tahani Al-Jamil,Focus.
4,47,Michael,Right.
4,47,Michael,Sorry.
4,47,Michael,"Uh, all right, so if we can't change the points, then maybe we can change what we do with the points."
4,47,Michael,"Yeah, we just need a brand-new system for judging humans in the afterlife."
4,47,Michael,"We can do this, right?"
4,47,Eleanor Shellstrop,Yeah.
4,47,Eleanor Shellstrop,"But in order to crack it, I think you know what needs to happen."
4,47,Eleanor Shellstrop,There is literally only one person here who is smart enough and thoughtful enough to save humanity.
4,47,Jason Mendoza,Fine.
4,47,Jason Mendoza,I'll do it.
4,47,Eleanor Shellstrop,"Not you, dummy."
4,47,Eleanor Shellstrop,Designing a better afterlife is the ultimate ethical question.
4,47,Eleanor Shellstrop,Chidi spent his entire existence pondering the biggest questions.
4,47,Eleanor Shellstrop,He is brilliant and empathetic.
4,47,Eleanor Shellstrop,All he cares about is how best to treat other people and he is willing to sacrifice his own happiness to do it.
4,47,Eleanor Shellstrop,"If we're gonna pull this off, we need Chidi back."
4,47,Eleanor Shellstrop,And he needs his memories.
4,47,Michael,"You want to take the most indecisive man ever born, stuff him full of over 800 different versions of himself, and then tell him he has, like, what, 45 minutes to save humanity?"
4,47,Michael,You think that will go well?
4,47,Eleanor Shellstrop,"I don't know how it's gonna go, but he is our only chance."
4,47,Eleanor Shellstrop,And it is now or literally never.
4,47,Eleanor Shellstrop,Wake him up.
4,47,Judge,Not in this Janet.
4,47,Judge,Next!
4,48,Judge,Not in this Janet.
4,48,Judge,Next!
4,48,Eleanor Shellstrop,What are you waiting for?
4,48,Eleanor Shellstrop,Do it.
4,48,Michael,It's not that easy.
4,48,Michael,"He lived a whole life, and then 802 afterlives, then a second life, then a second afterlife, then a third first afterlife his psyche's like a giant bowl of M&M Peep chili."
4,48,Michael,"I gotta make sure all the memories go in the right place, in the right order."
4,48,Michael,Maybe I just start him at the beginning.
4,48,Michael,A full factory reset.
4,48,Eleanor Shellstrop,Man.
4,48,Eleanor Shellstrop,"Janet, can I please have a drink with a lot of alcohol in it?"
4,48,Jason Mendoza,"Here, I saved this from my funeral."
4,48,Jason Mendoza,It's called a Duval Ditchwater.
4,48,Jason Mendoza,"It's Midori, Coffee-Mate and ditch water!"
4,48,Janet,I'll get you a margarita.
4,48,Eleanor Shellstrop,"Yeah, that sounds better."
4,48,Jason Mendoza,It's not!
4,48,Jason Mendoza,"Seriously, try this."
4,48,Michael,"Okay, here we go."
4,48,Jason Mendoza,Whoa --
4,48,Ndeye,Ooh.
4,48,Emeka,He has your eyes.
4,48,Ndeye,And your smile.
4,48,Ndeye,"Now, he just needs a name."
4,48,Emeka,Big decision.
4,48,Emeka,How about Chidi?
4,48,Ndeye,"Oh, I like that."
4,48,Ndeye,"Do you like it, Chidi?"
4,48,Ndeye,Or would you like a different name?
4,48,Ndeye,Oh.
4,48,Ndeye,Looks like he has a tummyache.
4,48,Emeka,Oh.
4,48,Ndeye,Chidi.
4,48,Emeka,You're not listening to me.
4,48,Emeka,Everything always has to be your way.
4,48,Ndeye,And what is the one right way then?
4,48,Ndeye,"I mean, how many times have I told you this?"
4,48,Emeka,I thought this is what you wanted.
4,48,Ndeye,No!
4,48,Ndeye,It's obviously what you want.
4,48,Ndeye,You're just angry that your book was rejected.
4,48,Emeka,How dare you bring that up again?
4,48,Ndeye,You're always at the university.
4,48,Ndeye,How about you show some interest in someone who didn't die 200 years ago?
4,48,Emeka,I don't know how much longer I can keep this up.
4,48,Emeka,We need to go back to Nigeria.
4,48,Ndeye,"No, we are not going back."
4,48,Ndeye,My family is here and we did this for your career.
4,48,Emeka,Oh.
4,48,Emeka,"Good morning, Chidi."
4,48,Ndeye,Would you like some breakfast?
4,48,Young Chidi,I have a presentation.
4,48,Young Chidi,Here's the syllabus.
4,48,Young Chidi,Take one and pass them on.
4,48,Young Chidi,My lecture will take approximately 55 minutes.
4,48,Young Chidi,"Let's begin, shall we?"
4,48,Young Chidi,"In conclusion, there is one clear answer, and it's that the two of you should stay married."
4,48,Young Chidi,Questions?
4,48,Ndeye,That was clear and persuasive.
4,48,Ndeye,And you have made a strong case.
4,48,Emeka,"Yes, well-argued."
4,48,Emeka,Better than some of my grad students.
4,48,Emeka,You should get ready for school.
4,48,Emeka,I'll take you.
4,48,Ndeye,We'll both take you.
4,48,Young Uzo,It worked?
4,48,Young Chidi,Perfectly.
4,48,Young Chidi,"They're happy again, Uzo."
4,48,Young Chidi,They're even talking about getting me a puppy.
4,48,Young Chidi,"But more importantly, I proved once and for all that you can always find the answer."
4,48,Young Uzo,The answer to what?
4,48,Young Chidi,To anything.
4,48,Young Chidi,Every problem has an answer.
4,48,Young Chidi,"If you just read enough books and think hard enough, you can figure out the answer to any question."
4,48,Young Uzo,"I know you're really smart, but that sounds wrong."
4,48,Rokhaya,Children?
4,48,Rokhaya,Please take your seats.
4,48,Young Chidi,Here's a perfect example.
4,48,Young Chidi,Where to sit?
4,48,Young Chidi,What's the answer?
4,48,Young Chidi,"Obviously, we want to be back by the pencil sharpener, but in the front, I can see the blackboard better, or by the door to get a nice breeze?"
4,48,Rokhaya,Chidi?
4,48,Young Chidi,Just hang on.
4,48,Young Chidi,Sorry.
4,48,Young Chidi,"Oh, no."
4,48,Emeka,I still say Professor Lindeman was a fool to abandon Chidi.
4,48,Emeka,He has a brilliant mind.
4,48,Emeka,"One day, he will use it to solve the world's biggest problems."
4,48,Chidi Anagonye,Is this enough cheese?
4,48,Chidi Anagonye,I hope this is enough cheese.
4,48,Chidi Anagonye,"There's sheep, goat and cow's milk."
4,48,Chidi Anagonye,I can run and get more.
4,48,Allesandra,"Oh, no, this is plenty of cheese."
4,48,Allesandra,"I have to ask, has Chidi always been so thoughtful?"
4,48,Emeka,Ever since he was a child.
4,48,Emeka,I'm sure you've heard about his first great lecture?
4,48,Chidi Anagonye,"Oh, no, not that old story again."
4,48,Chidi Anagonye,It's so embarrassing.
4,48,Chidi Anagonye,Oh.
4,48,Chidi Anagonye,Go ahead.
4,48,Ndeye,"A long time ago, Emeka and I were going through a rough patch."
4,48,Ndeye,"And our little Chidi, at eight years old, comes in with a one-hour lecture."
4,48,Emeka,All about why we should stay married.
4,48,Emeka,"And all these years later, here we still are."
4,48,Chidi Anagonye,It's the reason I got into philosophy.
4,48,Allesandra,Hmm.
4,48,Chidi Anagonye,The biggest questions and the biggest answers.
4,48,Chidi Anagonye,You just gotta find them.
4,48,Allesandra,"I mean, I love philosophy, too."
4,48,Allesandra,"But I'd argue that, say, theoretical physics presents bigger questions than philosophy."
4,48,Chidi Anagonye,"Wait, do you really think that?"
4,48,Chidi Anagonye,Should I switch to physics?
4,48,Chidi Anagonye,"So, obviously, my parents loved you."
4,48,Allesandra,I'm so glad.
4,48,Allesandra,They're great.
4,48,Allesandra,We have to break up.
4,48,Chidi Anagonye,"Uh wait, wait."
4,48,Chidi Anagonye,What?
4,48,Chidi Anagonye,Why?
4,48,Allesandra,I've been feeling this way for a while now.
4,48,Allesandra,It's just why are we together?
4,48,Chidi Anagonye,Because it it makes sense.
4,48,Chidi Anagonye,"I mean, you like Kant, I like Kant"
4,48,Allesandra,We're not a book group.
4,48,Chidi Anagonye,"Well, we're not not a book group."
4,48,Chidi Anagonye,"Okay, if there's a problem with our relationship, there is an answer that will solve it."
4,48,Chidi Anagonye,"So, let's hit the library."
4,48,Allesandra,You wanna use philosophy?
4,48,Allesandra,How about David Hume?
4,48,Allesandra,"""Reason is and ought only to be a slave to the passions."""
4,48,Allesandra,"You know, emotions, desires, feelings."
4,48,Allesandra,Do you have any of those?
4,48,Chidi Anagonye,Of course I have feelings.
4,48,Chidi Anagonye,I have strong feelings for for you and what we have.
4,48,Chidi Anagonye,"And right now, I will show you how Kant refuted most of Hume's central theses."
4,48,Allesandra,"Oh, my God."
4,48,Chidi Anagonye,"So, what do you think?"
4,48,Professor Radja,"I think it's 3,600 pages."
4,48,Professor Radja,"I have a job, Chidi."
4,48,Professor Radja,I have a family.
4,48,Professor Radja,"Until I had to read this, I had a will to live."
4,48,Professor Radja,"This work is an insane, tangled web of inscrutability."
4,48,Chidi Anagonye,"In the fun, ""grad students will analyze this for centuries"" way?"
4,48,Professor Radja,"No, in the Unabomber way."
4,48,Chidi Anagonye,Okay.
4,48,Chidi Anagonye,"Well, um, I'll write my way out of the maze."
4,48,Chidi Anagonye,"I'll re-outline the middle chapters, do more research --"
4,48,Professor Radja,"No, Chidi!"
4,48,Professor Radja,You can't answer every question every philosopher has ever asked.
4,48,Professor Radja,"So, what in these pages do you care about?"
4,48,Chidi Anagonye,All of it.
4,48,Chidi Anagonye,Equally.
4,48,Professor Radja,Shut up!
4,48,Chidi Anagonye,But --
4,48,Professor Radja,Shut up!
4,48,Chidi Anagonye,Should I --
4,48,Professor Radja,Shut up!
4,48,Professor Radja,Shut up!
4,48,Professor Radja,The greatest works of moral philosophy are emotional.
4,48,Professor Radja,They make an argument about how the world is and ought to be.
4,48,Professor Radja,"There is a great mind at work in here, but where is the heart?"
